shortPostcode,Year,Population
RH12,2017,45706.53607442416
RH12,2018,45983.48529182434
RH12,2019,46241.57008171299
RH12,2020,46501.10338639666
RH12,2021,46753.37187226786
RH12,2022,46983.39846187942
RH12,2023,47195.2935889425
RH12,2024,47394.45772788783
RH12,2025,47584.035558799376
RH13,2011,38108
RH13,2012,38372.98517166537
RH13,2013,38629.98460805707
RH13,2014,38914.48052968114
RH13,2015,39222.82622845031
RH13,2016,39520.08602379568
RH13,2017,39788.57540031424
RH13,2018,40029.6659699571
RH13,2019,40254.33462796781
RH13,2020,40480.26425093211
RH13,2021,40699.86968449342
RH13,2022,40900.11304334112
RH13,2023,41084.572553166596
RH13,2024,41257.94944934095
RH13,2025,41422.98124713831
RH14,2011,14087
RH14,2012,14184.95439575024
RH14,2013,14279.956785286553
RH14,2014,14385.123523187209
RH14,2015,14499.106567654546
RH14,2016,14608.991598016419
RH14,2017,14708.241357831079
RH14,2018,14797.362877054313
RH14,2019,14880.413873837057
RH14,2020,14963.930998816015
RH14,2021,15045.110324484593
RH14,2022,15119.132267281057
RH14,2023,15187.319553806494
RH14,2024,15251.410042323556
RH14,2025,15312.41568249285
RH15,2011,31545
RH15,2012,31764.349145591063
RH15,2013,31977.08786766979
RH15,2014,32212.587601259354
RH15,2015,32467.82967819001
RH15,2016,32713.89507769063
RH15,2017,32936.144930274815
RH15,2018,33135.714627435096
RH15,2019,33321.69061192517
RH15,2020,33508.71039665303
RH15,2021,33690.49515055487
RH15,2022,33856.252386695596
RH15,2023,34008.94408495959
RH15,2024,34152.461828998115
RH15,2025,34289.07167631411
RH16,2011,33550
RH16,2012,33783.290975894124
RH16,2013,34009.55136979938
RH16,2014,34260.019464962796
RH16,2015,34531.48472668489
RH16,2016,34793.19004141768
RH16,2017,35029.56609322302
RH16,2018,35241.82043906951
RH16,2019,35439.61705595466
RH16,2020,35638.52381701408
RH16,2021,35831.86280872138
RH16,2022,36008.15557374029
RH16,2023,36170.552355377855
RH16,2024,36323.19208631755
RH16,2025,36468.48485466282
RH17,2011,19263
RH17,2012,19396.94587387924
RH17,2013,19526.855083053513
RH17,2014,19670.663336917383
RH17,2015,19826.52728137499
RH17,2016,19976.787474450928
RH17,2017,20112.504669262442
RH17,2018,20234.372194271113
RH17,2019,20347.938698922637
RH17,2020,20462.14260170319
RH17,2021,20573.14972531743
RH17,2022,20674.369621965994
RH17,2023,20767.611028961062
RH17,2024,20855.250347503275
RH17,2025,20938.671348893287
RH18,2011,4453
RH18,2012,4483.964074982311
RH18,2013,4513.994999991554
RH18,2014,4547.238947167789
RH18,2015,4583.269790996358
RH18,2016,4618.005223679074
RH18,2017,4649.378772373238
RH18,2018,4677.550712821953
RH18,2019,4703.8037183358
RH18,2020,4730.204070258233
RH18,2021,4755.865427339383
RH18,2022,4779.264285241893
RH18,2023,4800.8187671683345
RH18,2024,4821.078222365784
RH18,2025,4840.362535255247
RH19,2011,33479
RH19,2012,33711.797275170175
RH19,2013,33937.578846781325
RH19,2014,34187.516890238134
RH19,2015,34458.40766511724
RH19,2016,34719.55914744032
RH19,2017,34955.43496974705
RH19,2018,35167.24013352037
RH19,2019,35364.618164420455
RH19,2020,35563.10399015841
RH19,2021,35756.033829305015
RH19,2022,35931.9535157452
RH19,2023,36094.00662610121
RH19,2024,36246.32333406335
RH19,2025,36391.30862739961
RH2,2011,26229
RH2,2012,26411.38417307681
RH2,2013,26588.27191888131
RH2,2014,26784.08496412844
RH2,2015,26996.31335011082
RH2,2016,27200.911522990893
RH2,2017,27385.70757255281
RH2,2018,27551.645552797447
RH2,2019,27706.280648603126
RH2,2020,27861.783642219445
RH2,2021,28012.933818478487
RH2,2022,28150.7574528654
RH2,2023,28277.717368977825
RH2,2024,28397.049336274908
RH2,2025,28510.637533620007
RH20,2011,24968
RH20,2012,25141.615770078224
RH20,2013,25309.99936218035
RH20,2014,25496.398390497492
RH20,2015,25698.423566493835
RH20,2016,25893.18536375906
RH20,2017,26069.097055606326
RH20,2018,26227.05730917101
RH20,2019,26374.25808205889
RH20,2020,26522.28502721929
RH20,2021,26666.168423491956
RH20,2022,26797.365972135536
RH20,2023,26918.22209266987
RH20,2024,27031.816989900934
RH20,2025,27139.944257860538
RH3,2011,4366
RH3,2012,4396.359117757191
RH3,2013,4425.803316856754
RH3,2014,4458.397764054473
RH3,2015,4493.724659216281
RH3,2016,4527.781452185681
RH3,2017,4558.542043606906
RH3,2018,4586.163577853278
RH3,2019,4611.903668145992
RH3,2020,4637.788226082965
RH3,2021,4662.948227209465
RH3,2022,4685.8899324873355
RH3,2023,4707.023296082853
RH3,2024,4726.8869343923225
RH3,2025,4745.794482129892
RH4,2011,15479
RH4,2012,15586.633711352164
RH4,2013,15691.023715443354
RH4,2014,15806.582453000268
RH4,2015,15931.828676135778
RH4,2016,16052.571941910706
RH4,2017,16161.629018092372
RH4,2018,16259.557036553111
RH4,2019,16350.81467687398
RH4,2020,16442.584505620292
RH4,2021,16531.785526563282
RH4,2022,16613.121911353974
RH4,2023,16688.04709117418
RH4,2024,16758.470649898933
RH4,2025,16825.50453249853
RH5,2011,16545
RH5,2012,16660.046175742722
RH5,2013,16771.625258221484
RH5,2014,16895.14223689447
RH5,2015,17029.013854038792
RH5,2016,17158.072406415962
RH5,2017,17274.639970562588
RH5,2018,17379.31204662906
RH5,2019,17476.85437230312
RH5,2020,17574.94415953794
RH5,2021,17670.288231603434
RH5,2022,17757.226049702924
RH5,2023,17837.311139187084
RH5,2024,17912.584592194453
RH5,2025,17984.23493056323
RH6,2011,29317
RH6,2012,29520.85667780292
RH6,2013,29718.569821413064
RH6,2014,29937.436383139022
RH6,2015,30174.650901109417
RH6,2016,30403.33688358397
RH6,2017,30609.889393592228
RH6,2018,30795.363630766045
RH6,2019,30968.204269133315
RH6,2020,31142.0149849002
RH6,2021,31310.960416193284
RH6,2022,31465.010341440957
RH6,2023,31606.917538080856
RH6,2024,31740.298730091552
RH6,2025,31867.259925011916
RH7,2011,9222
RH7,2012,9286.12546586276
RH7,2013,9348.31841228882
RH7,2014,9417.165410011532
RH7,2015,9491.783968688169
RH7,2016,9563.719778299668
RH7,2017,9628.693249231079
RH7,2018,9687.036306679554
RH7,2019,9741.405320119638
RH7,2020,9796.079482578356
RH7,2021,9849.223213771344
RH7,2022,9897.681391983098
RH7,2023,9942.319935060943
RH7,2024,9984.276525186899
RH7,2025,10024.213631287646
RH8,2011,15546
RH8,2012,15654.09959795082
RH8,2013,15758.941448432224
RH8,2014,15875.000375627766
RH8,2015,16000.78872015032
RH8,2016,16122.054616509067
RH8,2017,16231.583740245753
RH8,2018,16329.935634747379
RH8,2019,16421.588278744293
RH8,2020,16513.755328146075
RH8,2021,16603.34245080127
RH8,2022,16685.030895659213
RH8,2023,16760.280384998638
RH8,2024,16831.00876822333
RH8,2025,16898.332803296224
RH9,2011,5443
RH9,2012,5480.8480709923015
RH9,2013,5517.555532215142
RH9,2014,5558.190341215872
RH9,2015,5602.231635390339
RH9,2016,5644.689519983202
RH9,2017,5683.038099714245
RH9,2018,5717.473283155152
RH9,2019,5749.562910150856
RH9,2020,5781.8326419078285
RH9,2021,5813.199083990178
RH9,2022,5841.80002348341
RH9,2023,5868.14654158932
RH9,2024,5892.910119994826
RH9,2025,5916.481760474806
RM1,2011,19610
RM1,2012,19746.358749248397
RM1,2013,19878.608118085416
RM1,2014,20025.006906346356
RM1,2015,20183.67855410702
RM1,2016,20336.64550557975
RM1,2017,20474.807483997116
RM1,2018,20598.87030730709
RM1,2019,20714.48257726589
RM1,2020,20830.743727321784
RM1,2021,20943.750512042505
RM1,2022,21046.793764561753
RM1,2023,21141.714804439926
RM1,2024,21230.93284091466
RM1,2025,21315.856572278317
RM10,2011,38181
RM10,2012,38446.49277945197
RM10,2013,38703.98452608972
RM10,2014,38989.02543045438
RM10,2015,39297.96179879451
RM10,2016,39595.79102746255
RM10,2017,39864.79472445151
RM10,2018,40106.3471291837
RM10,2019,40331.446164333975
RM10,2020,40557.80857995275
RM10,2021,40777.83469149899
RM10,2022,40978.461638181165
RM10,2023,41163.27450016936
RM10,2024,41336.983518560075
RM10,2025,41502.33145263432
RM11,2011,31777
RM11,2012,31997.96236485805
RM11,2013,32212.26568936259
RM11,2014,32449.497422894863
RM11,2015,32706.616696270215
RM11,2016,32954.491801673015
RM11,2017,33178.376206985035
RM11,2018,33379.41365401824
RM11,2019,33566.75741243133
RM11,2020,33755.15264778708
RM11,2021,33938.27435090132
RM11,2022,34105.25066070776
RM11,2023,34259.065341187554
RM11,2024,34403.63859692736
RM11,2025,34541.25315131507
RM12,2011,34240
RM12,2012,34478.08891250715
RM12,2013,34709.002649834
RM12,2014,34964.62195172358
RM12,2015,35241.67025459585
RM12,2016,35508.75788429632
RM12,2017,35749.99532136979
RM12,2018,35966.614957786594
RM12,2019,36168.47952297728
RM12,2020,36371.47706392138
RM12,2021,36568.792326993156
RM12,2022,36748.710785241965
RM12,2023,36914.44747088341
RM12,2024,37070.226439210535
RM12,2025,37218.50734496738
RM13,2011,28916
RM13,2012,29117.06831174231
RM13,2013,29312.07712098715
RM13,2014,29527.950010398334
RM13,2015,29761.919891410438
RM13,2016,29987.477890838556
RM13,2017,30191.205161002585
RM13,2018,30374.14246843916
RM13,2019,30544.618980327414
RM13,2020,30716.052300827985
RM13,2021,30882.68688455998
RM13,2022,31034.629704032013
RM13,2023,31174.595883997197
RM13,2024,31306.152678627663
RM13,2025,31431.377289342174
RM14,2011,27030
RM14,2012,27217.95395166671
RM14,2013,27400.243622225848
RM14,2014,27602.03654658552
RM14,2015,27820.74611512049
RM14,2016,28031.592453636957
RM14,2017,28222.031937401436
RM14,2018,28393.037450612483
RM14,2019,28552.394903798937
RM14,2020,28712.646759281386
RM14,2021,28868.412867950487
RM14,2022,29010.445459260805
RM14,2023,29141.282568282073
RM14,2024,29264.25878072022
RM14,2025,29381.315815843103
RM15,2011,27446
RM15,2012,27636.84662069717
RM15,2013,27821.941785261213
RM15,2014,28026.840364690575
RM15,2015,28248.91594064362
RM15,2016,28463.00726905364
RM15,2017,28656.37767495079
RM15,2018,28830.01501552017
RM15,2019,28991.825028844454
RM15,2020,29154.54320959071
RM15,2021,29312.70660650274
RM15,2022,29456.925123006735
RM15,2023,29589.775855311495
RM15,2024,29714.644709420907
RM15,2025,29833.50328825859
RM16,2011,41136
RM16,2012,41422.04046451209
RM16,2013,41699.46066015103
RM16,2014,42006.56216723425
RM16,2015,42339.40851615229
RM16,2016,42660.288093703646
RM16,2017,42950.11120151481
RM16,2018,43210.358437602474
RM16,2019,43452.8789035395
RM16,2020,43696.760528664396
RM16,2021,43933.8154545324
RM16,2022,44149.969826568704
RM16,2023,44349.08619048653
RM16,2024,44536.23933421038
RM16,2025,44714.38429154723
RM17,2011,27405
RM17,2012,27595.56152591292
RM17,2013,27780.380187462055
RM17,2014,27984.972680694646
RM17,2015,28206.716510724273
RM17,2016,28420.488020418823
RM17,2017,28613.569561394244
RM17,2018,28786.947515132637
RM17,2019,28948.515809789493
RM17,2020,29110.990915209266
RM17,2021,29268.918040924276
RM17,2022,29412.921117685626
RM17,2023,29545.573391926388
RM17,2024,29670.255711640315
RM17,2025,29788.936734486877
RM18,2011,16664
RM18,2012,16779.873645970183
RM18,2013,16892.25526158977
RM18,2014,17016.660636785095
RM18,2015,17151.495126243724
RM18,2016,17281.481932941406
RM18,2017,17398.887909909638
RM18,2018,17504.31284043679
RM18,2019,17602.556739804124
RM18,2020,17701.352038352386
RM18,2021,17797.381873160448
RM18,2022,17884.944991976397
RM18,2023,17965.606093890212
RM18,2024,18041.420951606426
RM18,2025,18113.586635412852
RM19,2011,6527
RM19,2012,6572.385698946675
RM19,2013,6616.403630124606
RM19,2014,6665.131059547307
RM19,2015,6717.943392282333
RM19,2016,6768.856971693985
RM19,2017,6814.842858136114
RM19,2018,6856.135976328068
RM19,2019,6894.616409067542
RM19,2020,6933.312815310011
RM19,2021,6970.926037333067
RM19,2022,7005.222993436746
RM19,2023,7036.816549137146
RM19,2024,7066.511914974503
RM19,2025,7094.777962634401
RM2,2011,13184
RM2,2012,13275.675356965368
RM2,2013,13364.587936197764
RM2,2014,13463.013312252442
RM2,2015,13569.689855040642
RM2,2016,13672.531073205682
RM2,2017,13765.418759256401
RM2,2018,13848.827441689788
RM2,2019,13926.554732211807
RM2,2020,14004.718271341684
RM2,2021,14080.693867963713
RM2,2022,14149.970881794095
RM2,2023,14213.787250470987
RM2,2024,14273.769432667972
RM2,2025,14330.864510398644
RM20,2011,4877
RM20,2012,4910.912372263358
RM20,2013,4943.802743085293
RM20,2014,4980.212069467169
RM20,2015,5019.673651625699
RM20,2016,5057.716477853771
RM20,2017,5092.077312567769
RM20,2018,5122.931692439403
RM20,2019,5151.684422709116
RM20,2020,5180.598529227351
RM20,2021,5208.70327624841
RM20,2022,5234.330096367552
RM20,2023,5257.93692510217
RM20,2024,5280.125418926101
RM20,2025,5301.245920601806
RM3,2011,40387
RM3,2012,40667.832269551
RM3,2013,40940.20122718592
RM3,2014,41241.71106204031
RM3,2015,41568.49697933302
RM3,2016,41883.53401498468
RM3,2017,42168.08005385986
RM3,2018,42423.58873540091
RM3,2019,42661.6934139744
RM3,2020,42901.13446789114
RM3,2021,43133.87312237945
RM3,2022,43346.09177814156
RM3,2023,43541.582652060984
RM3,2024,43725.32813085268
RM3,2025,43900.22944337609
RM4,2011,4191
RM4,2012,4220.142249775627
RM4,2013,4248.4062530798565
RM4,2014,4279.694234803548
RM4,2015,4313.605141267849
RM4,2016,4346.296854354142
RM4,2017,4375.824485743596
RM4,2018,4402.338881077207
RM4,2019,4427.047245350401
RM4,2020,4451.894286649955
RM4,2021,4476.04581315503
RM4,2022,4498.067958555754
RM4,2023,4518.35424504884
RM4,2024,4537.421699962946
RM4,2025,4555.571386762798
RM5,2011,18344
RM5,2012,18471.555578593197
RM5,2013,18595.267073847983
RM5,2014,18732.214517593966
RM5,2015,18880.642498548663
RM5,2016,19023.73407212417
RM5,2017,19152.97646539741
RM5,2018,19269.029929487067
RM5,2019,19377.178398641794
RM5,2020,19485.933856909276
RM5,2021,19591.64504808301
RM5,2022,19688.03594171958
RM5,2023,19776.828983816737
RM5,2024,19860.287202128442
RM5,2025,19939.728350936955
RM6,2011,32702
RM6,2012,32929.39438133203
RM6,2013,33149.9358836119
RM6,2014,33394.07322036403
RM6,2015,33658.6770054262
RM6,2016,33913.76753306828
RM6,2017,34144.169012833954
RM6,2018,34351.05847983461
RM6,2019,34543.85564720802
RM6,2020,34737.73489907584
RM6,2021,34926.187110903324
RM6,2022,35098.02395148897
RM6,2023,35256.31603951019
RM6,2024,35405.09769319692
RM6,2025,35546.71808396971
RM7,2011,28931
RM7,2012,29132.172614712155
RM7,2013,29327.282583596596
RM7,2014,29543.2674557627
RM7,2015,29777.35870723459
RM7,2016,30003.033713509834
RM7,2017,30206.8666659623
RM7,2018,30389.89887101997
RM7,2019,30560.46381656704
RM7,2020,30731.986067065107
RM7,2021,30898.707091478936
RM7,2022,31050.728730369014
RM7,2023,31190.76751694298
RM7,2024,31322.392555864473
RM7,2025,31447.68212608793
RM8,2011,39073
RM8,2012,39344.695329392285
RM8,2013,39608.202702598246
RM8,2014,39899.90284812194
RM8,2015,40216.05671313737
RM8,2016,40520.84394898101
RM8,2017,40796.13221938906
RM8,2018,41043.32786932229
RM8,2019,41273.685759383494
RM8,2020,41505.33654551985
RM8,2021,41730.5029962793
RM8,2022,41935.817071020996
RM8,2023,42124.9476060113
RM8,2024,42302.714884908666
RM8,2025,42471.9257444483
RM9,2011,36203
RM9,2012,36454.738694494634
RM9,2013,36698.89085665713
RM9,2014,36969.164968406796
RM9,2015,37262.0966187831
RM9,2016,37544.49654454379
RM9,2017,37799.56427043079
RM9,2018,38028.60284219474
RM9,2019,38242.040425535815
RM9,2020,38456.6759388185
RM9,2021,38665.303405786595
RM9,2022,38855.53669854307
RM9,2023,39030.77516905349
RM9,2024,39195.485040266896
RM9,2025,39352.266980427965
S1,2011,10651
S1,2012,10725.062062123645
S1,2013,10796.892150215594
S1,2014,10876.407371723359
S1,2015,10962.58848953564
S1,2016,11045.671151449766
S1,2017,11120.712621726329
S1,2018,11188.096259211006
S1,2019,11250.89005254763
S1,2020,11314.036279434184
S1,2021,11375.414926250114
S1,2022,11431.381967687264
S1,2023,11482.937500361535
S1,2024,11531.395496613059
S1,2025,11577.521078599511
S10,2011,47408
S10,2012,47737.65301297134
S10,2013,48057.37142591502
S10,2014,48411.296655587365
S10,2015,48794.89203942406
S10,2016,49164.69607998597
S10,2017,49498.70847533583
S10,2018,49798.63557005685
S10,2019,50078.133096533486
S10,2020,50359.19931794347
S10,2021,50632.397974243315
S10,2022,50881.509372276596
S10,2023,51110.98497954557
S10,2024,51326.67333615924
S10,2025,51531.98002950388
S11,2011,34383
S11,2012,34622.08326748637
S11,2013,34853.96139337741
S11,2014,35110.64826419719
S11,2015,35388.85363211942
S11,2016,35657.0567270958
S11,2017,35899.30166865237
S11,2018,36116.8259957236
S11,2019,36319.533628461664
S11,2020,36523.378968715195
S11,2021,36721.518299620475
S11,2022,36902.18816965461
S11,2023,37068.61703829975
S11,2024,37225.04660220137
S11,2025,37373.94678861018
S12,2011,34342
S12,2012,34580.79817270212
S12,2013,34812.399795578254
S12,2014,35068.780580201266
S12,2015,35346.65420220008
S12,2016,35614.53747846099
S12,2017,35856.49355509583
S12,2018,36073.75849533608
S12,2019,36276.224409406714
S12,2020,36479.826674333766
S12,2021,36677.72973404203
S12,2022,36858.184164333514
S12,2023,37024.414574914656
S12,2024,37180.65760442079
S12,2025,37329.38023483847
S13,2011,30670
S13,2012,30883.26480568324
S13,2013,31090.102548785304
S13,2014,31319.069955004736
S13,2015,31567.232088447858
S13,2016,31806.472088532944
S13,2017,32022.557140958274
S13,2018,32216.591143554753
S13,2019,32397.408497947225
S13,2020,32579.240699487982
S13,2021,32755.983080282705
S13,2022,32917.1425170377
S13,2023,33065.59882978954
S13,2024,33205.13565685125
S13,2025,33337.956199478656
S14,2011,9665
S14,2012,9732.205880238947
S14,2013,9797.386408021192
S14,2014,9869.54062977244
S14,2015,9947.743662694767
S14,2016,10023.135074524645
S14,2017,10091.229695707912
S14,2018,10152.375396232692
S14,2019,10209.356150396476
S14,2020,10266.656712114487
S14,2021,10322.353324777709
S14,2022,10373.139303135615
S14,2023,10419.922161392757
S14,2024,10463.894232913834
S14,2025,10505.749809845489
S17,2011,15586
S17,2012,15694.37773920375
S17,2013,15799.489348724088
S17,2014,15915.846896599407
S17,2015,16041.958895681391
S17,2016,16163.536810299134
S17,2017,16273.347753471653
S17,2018,16371.952708296196
S17,2019,16463.841175383288
S17,2020,16556.24537144505
S17,2021,16646.06300258514
S17,2022,16727.961632557857
S17,2023,16803.404739520694
S17,2024,16874.31510752147
S17,2025,16941.812367951556
S18,2011,24729
S18,2012,24900.953876091975
S18,2013,25067.725657936477
S18,2014,25252.34042769195
S18,2015,25452.431767695696
S18,2016,25645.32925586342
S18,2017,25819.55707658158
S18,2018,25976.005294716837
S18,2019,26121.797024640913
S18,2020,26268.40701850793
S18,2021,26410.913126583335
S18,2022,26540.854819166125
S18,2023,26660.554074400563
S18,2024,26773.06161259453
S18,2025,26880.15385904491
S2,2011,44529
S2,2012,44838.63379629178
S2,2013,45138.93630240824
S2,2014,45471.3683086536
S2,2015,45831.668655575304
S2,2016,46179.015181945986
S2,2017,46492.74362340172
S2,2018,46774.45670138081
S2,2019,47036.98086094203
S2,2020,47300.978451499854
S2,2021,47557.586259599244
S2,2022,47791.569583996476
S2,2023,48007.109562820304
S2,2024,48209.6995651754
S2,2025,48402.5383634361
S20,2011,31382
S20,2012,31600.215719985375
S20,2013,31811.85517398045
S20,2014,32046.13802829992
S20,2015,32300.0612129009
S20,2016,32544.855137996114
S20,2017,32765.956576379278
S20,2018,32964.49505272368
S20,2019,33149.51005812128
S20,2020,33335.56347020971
S20,2021,33516.4089020356
S20,2022,33681.30963383361
S20,2023,33833.2123402822
S20,2024,33975.98849635819
S20,2025,34111.89245034363
S21,2011,21030
S21,2012,21176.232763727374
S21,2013,21318.058578446526
S21,2014,21475.058400839567
S21,2015,21645.219785460005
S21,2016,21809.263385127088
S21,2017,21957.429953516545
S21,2018,22090.47641829007
S21,2019,22214.46040795012
S21,2020,22339.14026443535
S21,2021,22460.330100369913
S21,2022,22570.834924463732
S21,2023,22672.629389973063
S21,2024,22768.307885998747
S21,2025,22859.381117542744
S25,2011,21101
S25,2012,21247.726464451323
S25,2013,21390.03110146458
S25,2014,21547.56097556423
S25,2015,21718.296847027654
S25,2016,21882.894279104454
S25,2017,22031.561076992515
S25,2018,22165.056723839214
S25,2019,22289.459299484326
S25,2020,22414.560091291027
S25,2021,22536.15907978628
S25,2022,22647.03698245883
S25,2023,22749.17511924972
S25,2024,22845.176638252953
S25,2025,22936.557344805966
S26,2011,25888
S26,2012,26068.013018895592
S26,2013,26242.601068893186
S26,2014,26435.868372845212
S26,2015,26645.33760370845
S26,2016,26847.27582093058
S26,2017,27029.669359802014
S26,2018,27193.450000793786
S26,2019,27346.074704755712
S26,2020,27499.55602309569
S26,2021,27648.741114520984
S26,2022,27784.77292080443
S26,2023,27910.08224667726
S26,2024,28027.862793758235
S26,2025,28139.97424493327
S3,2011,19330
S3,2012,19464.411760477895
S3,2013,19594.772816042383
S3,2014,19739.08125954488
S3,2015,19895.487325389535
S3,2016,20046.27014904929
S3,2017,20182.459391415825
S3,2018,20304.750792465384
S3,2019,20418.71230079295
S3,2020,20533.313424228974
S3,2021,20644.706649555417
S3,2022,20746.27860627123
S3,2023,20839.844322785513
S3,2024,20927.788465827667
S3,2025,21011.499619690978
S32,2011,5697
S32,2012,5736.6142679484
S32,2013,5775.034699068467
S32,2014,5817.565749385783
S32,2015,5863.662250012632
S32,2016,5908.10145055012
S32,2017,5948.239583698704
S32,2018,5984.281700190134
S32,2019,6017.868803808456
S32,2020,6051.64441685631
S32,2021,6084.4745878177555
S32,2022,6114.410202789819
S32,2023,6141.986192804401
S32,2024,6167.905374538035
S32,2025,6192.576996036188
S33,2011,4961
S33,2012,4995.496468894508
S33,2013,5028.953333698203
S33,2014,5065.989763507613
S33,2015,5106.131020240946
S33,2016,5144.829084812909
S33,2017,5179.781740342158
S33,2018,5211.1675468919175
S33,2019,5240.415505651
S33,2020,5269.827620155196
S33,2021,5298.416434994539
S33,2022,5324.484643854712
S33,2023,5348.498069598497
S33,2024,5371.068731452202
S33,2025,5392.553006378011
S35,2011,41401
S35,2012,41688.883150312744
S35,2013,41968.09049958462
S35,2014,42277.17036867137
S35,2015,42612.16092904563
S35,2016,42935.10762756284
S35,2017,43226.79778913639
S35,2018,43488.72154986338
S35,2019,43732.80434377283
S35,2020,43978.2570655201
S35,2021,44216.83911010055
S35,2022,44434.385958522245
S35,2023,44634.78503919518
S35,2024,44823.14383206058
S35,2025,45002.43640738882
S36,2011,27347
S36,2012,27537.15822109617
S36,2013,27721.585732038853
S36,2014,27925.745225285766
S36,2015,28147.01975620422
S36,2016,28360.338839423224
S36,2017,28553.011742216684
S36,2018,28726.022758486848
S36,2019,28887.249109662946
S36,2020,29049.380352425746
S36,2021,29206.973240837655
S36,2022,29350.671549182578
S36,2023,29483.04307786939
S36,2024,29607.461519657998
S36,2025,29725.89136573663
S4,2011,14465
S4,2012,14565.582830590416
S4,2013,14663.13444304465
S4,2014,14771.123146369204
S4,2015,14888.164726423156
S4,2016,15000.99832933254
S4,2017,15102.911282815827
S4,2018,15194.424222090625
S4,2019,15279.703747075533
S4,2020,15365.461907991315
S4,2021,15448.819538842168
S4,2022,15524.827730973273
S4,2023,15594.844704039962
S4,2024,15660.65494869101
S4,2025,15723.297568485774
S40,2011,35398
S40,2012,35644.14110177944
S40,2013,35882.86436328341
S40,2014,36147.12873385254
S40,2015,36433.54683622032
S40,2016,36709.66739451872
S40,2017,36959.06350425957
S40,2018,37183.00923702482
S40,2019,37391.70088067609
S40,2020,37601.56381742666
S40,2021,37805.552301136195
S40,2022,37991.55561845779
S40,2023,38162.89753429703
S40,2024,38323.94496189176
S40,2025,38477.240741739326
S41,2011,36402
S41,2012,36655.12244722796
S41,2013,36900.61666060915
S41,2014,37172.3764102407
S41,2015,37466.918242050175
S41,2016,37750.87045864937
S41,2017,38007.34023622964
S41,2018,38237.6377831001
S41,2019,38452.248586314796
S41,2020,38668.06390423089
S41,2021,38877.838150911346
S41,2022,39069.11711461383
S41,2023,39245.31883280074
S41,2024,39410.93407827515
S41,2025,39568.57781458825
S42,2011,28228
S42,2012,28424.284282191933
S42,2013,28614.653235967122
S42,2014,28825.389849686133
S42,2015,29053.792872276037
S42,2016,29273.984157649425
S42,2017,29472.86413351712
S42,2018,29651.448803399526
S42,2019,29817.869158136753
S42,2020,29985.223556085646
S42,2021,30147.89339387741
S42,2022,30296.221029375287
S42,2023,30432.85698621777
S42,2024,30561.283642699604
S42,2025,30683.528777270403
S43,2011,40349
S43,2012,40629.56803536072
S43,2013,40901.68072190865
S43,2014,41202.90686711725
S43,2015,41529.385312578495
S43,2016,41844.12593088411
S43,2017,42128.40424129525
S43,2018,42383.67251552953
S43,2019,42621.55316216734
S43,2020,42860.768926757104
S43,2021,43093.288598184765
S43,2022,43305.307578087835
S43,2023,43500.61451526501
S43,2024,43684.18710851943
S43,2025,43858.92385695351
S44,2011,21700
S44,2012,21850.891629713933
S44,2013,21997.235908335217
S44,2014,22159.237627114533
S44,2015,22334.82022560543
S44,2016,22504.09013111069
S44,2017,22656.977175050357
S44,2018,22794.262400232736
S44,2019,22922.196426653234
S44,2020,23050.84848969316
S44,2021,23175.899342749744
S44,2022,23289.924767516073
S44,2023,23394.96232821757
S44,2024,23493.689069242646
S44,2025,23587.663825519616
S45,2011,13622
S45,2012,13716.721003684941
S45,2013,13808.587444393655
S45,2014,13910.282716891898
S45,2015,14020.503277105858
S45,2016,14126.761095206903
S45,2017,14222.734704079998
S45,2018,14308.914397049324
S45,2019,14389.223950408772
S45,2020,14469.984245465446
S45,2021,14548.483909997096
S45,2022,14620.062450834283
S45,2023,14685.998932487546
S45,2024,14747.973847982641
S45,2025,14806.965743374572
S5,2011,59868
S5,2012,60284.294013258695
S5,2013,60688.04236683008
S5,2014,61134.98793825313
S5,2015,61619.40171735234
S5,2016,62086.399445591465
S5,2017,62508.19859520345
S5,2018,62886.95398051307
S5,2019,63239.91039957954
S5,2020,63594.847805573736
S5,2021,63939.849854918975
S5,2022,64254.43391620518
S5,2023,64544.221413167266
S5,2024,64816.598027530825
S5,2025,65075.86441964095
S6,2011,58252
S6,2012,58657.05710664037
S6,2013,59049.907195038846
S6,2014,59484.78849099888
S6,2015,59956.12662589711
S6,2016,60410.5188164728
S6,2017,60820.93246087711
S6,2018,61189.46420914089
S6,2019,61532.89337536425
S6,2020,61878.2500562952
S6,2021,62213.9395628506
S6,2022,62520.03214549983
S6,2023,62801.99749047603
S6,2024,63067.02191988583
S6,2025,63319.290007565374
S60,2011,37295
S60,2012,37554.33195069959
S60,2013,37805.84853462497
S60,2014,38084.27499093256
S60,2015,38386.04241078131
S60,2016,38676.96043501259
S60,2017,38939.72183149784
S60,2018,39175.668950077416
S60,2019,39395.54450378029
S60,2020,39616.65412088048
S60,2021,39831.57446948625
S60,2022,40027.545815876125
S60,2023,40208.070047505724
S60,2024,40377.74810310619
S60,2025,40539.25909551862
S61,2011,35820
S61,2012,36069.075491997835
S61,2013,36310.644711362555
S61,2014,36578.059530103346
S61,2015,36867.89218807311
S61,2016,37147.30453900391
S61,2017,37399.6738437928
S61,2018,37626.28936296482
S61,2019,37837.468940217455
S61,2020,38049.83377423082
S61,2021,38256.25412245603
S61,2022,38444.47489273851
S61,2023,38617.85947450476
