shortPostcode,Year,Population
CT11,2014,29824.087287442722
CT11,2015,30060.403664010697
CT11,2016,30288.223795816535
CT11,2017,30493.994256890357
CT11,2018,30678.76625166808
CT11,2019,30850.95248096011
CT11,2020,31024.105114745547
CT11,2021,31192.41088499304
CT11,2022,31345.87754654721
CT11,2023,31487.24745428214
CT11,2024,31620.123638539208
CT11,2025,31746.604133093366
CT12,2011,17826
CT12,2012,17949.95364936777
CT12,2013,18070.171765068368
CT12,2014,18203.25207101123
CT12,2015,18347.488725421306
CT12,2016,18486.53966254282
CT12,2017,18612.132494122012
CT12,2018,18724.908827029896
CT12,2019,18830.003387166846
CT12,2020,18935.68779618757
CT12,2021,19038.413902481887
CT12,2022,19132.082898882098
CT12,2023,19218.368592756055
CT12,2024,19299.470108217483
CT12,2025,19376.66798865035
CT13,2011,8901
CT13,2012,8962.893382308006
CT13,2013,9022.921512446625
CT13,2014,9089.372079214123
CT13,2015,9161.393310051333
CT13,2016,9230.82517313439
CT13,2017,9293.537043093238
CT13,2018,9349.849291450306
CT13,2019,9402.325824591728
CT13,2020,9455.096885104094
CT13,2021,9506.390785705784
CT13,2022,9553.162228371457
CT13,2023,9596.246990021413
CT13,2024,9636.743152319303
CT13,2025,9675.29012492858
CT14,2011,35056
CT14,2012,35299.7629940669
CT14,2013,35536.17981578799
CT14,2014,35797.89097954503
CT14,2015,36081.54183542968
CT14,2016,36354.994637613665
CT14,2017,36601.981191178136
CT14,2018,36823.763258182444
CT14,2019,37030.43861441272
CT14,2020,37238.27394722044
CT14,2021,37440.29158338411
CT14,2022,37624.49781797436
CT14,2023,37794.18430313343
CT14,2024,37953.67576089265
CT14,2025,38105.49046393622
CT15,2011,13238
CT15,2012,13330.050847656823
CT15,2013,13419.327601591778
CT15,2014,13518.156115564156
CT15,2015,13625.269592007588
CT15,2016,13728.532034822272
CT15,2017,13821.800177111365
CT15,2018,13905.55049098069
CT15,2019,13983.596142674447
CT15,2020,14062.079829795299
CT15,2021,14138.366612871938
CT15,2022,14207.927376607267
CT15,2023,14272.005129075766
CT15,2024,14332.232990720464
CT15,2025,14389.561922683346
CT16,2011,19623
CT16,2012,19759.4491451556
CT16,2013,19891.786185680274
CT16,2014,20038.28202566214
CT16,2015,20197.058861154623
CT16,2016,20350.127218561523
CT16,2017,20488.380788295537
CT16,2018,20612.52585621046
CT16,2019,20728.214768673566
CT16,2020,20844.552991393954
CT16,2021,20957.634691372266
CT16,2022,21060.746254053818
CT16,2023,21155.730219659603
CT16,2024,21245.007401186565
CT16,2025,21329.987430791312
CT17,2011,22086
CT17,2012,22239.575692804698
CT17,2013,22388.523146151685
CT17,2014,22553.406554490855
CT17,2015,22732.11241948025
CT17,2016,22904.393301184824
CT17,2017,23059.999902680287
CT17,2018,23199.727159978815
CT17,2019,23329.93687921951
CT17,2020,23460.877407528253
CT17,2021,23588.152667464095
CT17,2022,23704.20637858802
CT17,2023,23811.11234935545
CT17,2024,23911.59524346973
CT17,2025,24007.241624443606
CT18,2011,13909
CT18,2012,14005.716667174705
CT18,2013,14099.518628987766
CT18,2014,14203.356504863412
CT18,2015,14315.899286541286
CT18,2016,14424.395835650626
CT18,2017,14522.391498975827
CT18,2018,14610.386899762081
CT18,2019,14692.388483793542
CT18,2020,14774.850306135582
CT18,2021,14855.003869046368
CT18,2022,14928.090488082076
CT18,2023,14995.416176183327
CT18,2024,15058.69683244682
CT18,2025,15118.931619776607
CT19,2011,28867
CT19,2012,29067.727588707472
CT19,2013,29262.40594312962
CT19,2014,29477.91302220808
CT19,2015,29711.486426384883
CT19,2016,29936.662203445732
CT19,2017,30140.044244800865
CT19,2018,30322.67155334187
CT19,2019,30492.859181944656
CT19,2020,30664.00199778675
CT19,2021,30830.354208624743
CT19,2022,30982.039551331178
CT19,2023,31121.768549707682
CT19,2024,31253.102412987446
CT19,2025,31378.114822639396
CT2,2011,30718
CT2,2012,30931.598575186756
CT2,2013,31138.760029135537
CT2,2014,31368.085780170702
CT2,2015,31616.636299085138
CT2,2016,31856.25072108102
CT2,2017,32072.67395682935
CT2,2018,32267.011631813326
CT2,2019,32448.11197391401
CT2,2020,32630.228751446743
CT2,2021,32807.247742423344
CT2,2022,32968.659401316065
CT2,2023,33117.348055216
CT2,2024,33257.10326400901
CT2,2025,33390.13167706505
CT20,2011,22470
CT20,2012,22626.245848832816
CT20,2013,22777.782988953564
CT20,2014,22945.5331558186
CT20,2015,23127.346104578526
CT20,2016,23302.622361569458
CT20,2017,23460.93442964892
CT20,2018,23603.09106604745
CT20,2019,23735.564686953836
CT20,2020,23868.781823198402
CT20,2021,23998.269964589254
CT20,2022,24116.341452815035
CT20,2023,24225.106152767232
CT20,2024,24327.336100731907
CT20,2025,24424.645445134836
CT21,2011,17147
CT21,2012,17266.2322015993
CT21,2013,17381.87115761401
CT21,2014,17509.882377517646
CT21,2015,17648.624995781396
CT21,2016,17782.379422956452
CT21,2017,17903.188369612373
CT21,2018,18011.669003538744
CT21,2019,18112.760466719956
CT21,2020,18214.419311187492
CT21,2021,18313.232535950683
CT21,2022,18403.333640027562
CT21,2023,18486.332674744088
CT21,2024,18564.344998631506
CT21,2025,18638.602378626034
CT3,2011,17284
CT3,2012,17404.18483539058
CT3,2013,17520.747716113634
CT3,2014,17649.78171184551
CT3,2015,17789.632846975306
CT3,2016,17924.455936687424
CT3,2017,18046.230114911075
CT3,2018,18155.577480443437
CT3,2019,18257.4766377085
CT3,2020,18359.947709486474
CT3,2021,18459.550425810437
CT3,2022,18550.371413905425
CT3,2023,18634.03358898214
CT3,2024,18712.669210727643
CT3,2025,18787.519887570554
CT4,2011,16633
CT4,2012,16748.658086499163
CT4,2013,16860.83063886358
CT4,2014,16985.004583032078
CT4,2015,17119.588240207147
CT4,2016,17249.333232754107
CT4,2017,17366.520799659567
CT4,2018,17471.749608436457
CT4,2019,17569.810744908908
CT4,2020,17668.422254795685
CT4,2021,17764.273445527953
CT4,2022,17851.67367087995
CT4,2023,17932.18471913562
CT4,2024,18007.858538650373
CT4,2025,18079.889972804973
CT5,2011,33068
CT5,2012,33297.93937379633
CT5,2013,33520.949171282446
CT5,2014,33767.81888725454
CT5,2015,34035.3841115355
CT5,2016,34293.3296062474
CT5,2017,34526.30973385094
CT5,2018,34735.514702806286
CT5,2019,34930.46965145481
CT5,2020,35126.51879526146
CT5,2021,35317.08015972575
CT5,2022,35490.8401941116
CT5,2023,35650.90388338704
CT5,2024,35801.350697774935
CT5,2025,35944.556100566035
CT6,2011,38563
CT6,2012,38831.149028417436
CT6,2013,39091.216973877
CT6,2014,39379.109705733536
CT6,2015,39691.13697511623
CT6,2016,39991.94597815767
CT6,2017,40263.641050758844
CT6,2018,40507.610181574884
CT6,2019,40734.96132723634
CT6,2020,40963.58849345794
CT6,2021,41185.81596103495
CT6,2022,41388.45017556324
CT6,2023,41575.11208585503
CT6,2024,41750.55905885733
CT6,2025,41917.56129509276
CT7,2011,11459
CT7,2012,11538.680515432809
CT7,2013,11615.959736111208
CT7,2014,11701.50709535048
CT7,2015,11794.226035263253
CT7,2016,11883.611466009097
CT7,2017,11964.345688889496
CT7,2018,12036.841144897095
CT7,2019,12104.398564655274
CT7,2020,12172.335154073453
CT7,2021,12238.370072284302
CT7,2022,12298.582853039941
CT7,2023,12354.04946170715
CT7,2024,12406.183550435553
CT7,2025,12455.808284637294
CT8,2011,7338
CT8,2012,7389.025012849808
CT8,2013,7438.512308542111
CT8,2014,7493.294272247302
CT8,2015,7552.668701174775
CT8,2016,7609.908450787569
CT8,2017,7661.608226291222
CT8,2018,7708.032142530315
CT8,2019,7751.293888423108
CT8,2020,7794.798443196701
CT8,2021,7837.085224751043
CT8,2022,7875.6436840568185
CT8,2023,7911.1628370719145
CT8,2024,7944.5479442443575
CT8,2025,7976.326136021335
CT9,2011,43454
CT9,2012,43756.15875011932
CT9,2013,44049.21148206445
CT9,2014,44373.618057540785
CT9,2015,44725.2201881778
CT9,2016,45064.18122383797
CT9,2017,45370.33576795569
CT9,2018,45645.247849756386
CT9,2019,45901.434263769115
CT9,2020,46159.058537839934
CT9,2021,46409.47143040771
CT9,2022,46637.80602984532
CT9,2023,46848.14253503992
CT9,2024,47045.841696537784
CT9,2025,47234.025063323934
CV1,2011,31181
CV1,2012,31397.81806018941
CV1,2013,31608.101975013844
CV1,2014,31840.88426041743
CV1,2015,32093.181080857274
CV1,2016,32336.407114201033
CV1,2017,32556.092409919132
CV1,2018,32753.359258140874
CV1,2019,32937.18925251035
CV1,2020,33122.05100263237
CV1,2021,33301.738129321646
CV1,2022,33465.58268091791
CV1,2023,33616.51245880885
CV1,2024,33758.37414138502
CV1,2025,33893.407637950564
CV10,2011,49883
CV10,2012,50229.86300299632
CV10,2013,50566.27275647399
CV10,2014,50938.67514070757
CV10,2015,51342.296650409015
CV10,2016,51731.4068207463
CV10,2017,52082.85679368835
CV10,2018,52398.44199588985
CV10,2019,52692.53107607113
CV10,2020,52988.270747067465
CV10,2021,53275.732115870305
CV10,2022,53537.84871788039
CV10,2023,53779.30441559803
CV10,2024,54006.25308023185
CV10,2025,54222.27809255278
CV11,2011,39428
CV11,2012,39702.163833012026
CV11,2013,39968.065317688524
CV11,2014,40262.41572174525
CV11,2015,40581.44202097562
CV11,2016,40888.99841886786
CV11,2017,41166.787836768926
CV11,2018,41416.22939706805
CV11,2019,41648.68021705456
CV11,2020,41882.435679798255
CV11,2021,42109.64789336116
CV11,2022,42316.827360996496
CV11,2023,42507.676252394594
CV11,2024,42687.05864617969
CV11,2025,42857.80688076441
CV12,2011,31606
CV12,2012,31825.773311001776
CV12,2013,32038.923415614878
CV12,2014,32274.878545741103
CV12,2015,32530.614195874892
CV12,2016,32777.15542322049
CV12,2017,32999.83505044432
CV12,2018,33199.79066459706
CV12,2019,33386.12627929965
CV12,2020,33573.507712683975
CV12,2021,33755.64399202529
CV12,2022,33921.721760466055
CV12,2023,34074.70872560576
CV12,2024,34218.50399642781
CV12,2025,34355.37801241352
CV13,2011,10714
CV13,2012,10788.500134597009
CV13,2013,10860.755093175278
CV13,2014,10940.740642253693
CV13,2015,11027.431515997077
CV13,2016,11111.005606669123
CV13,2017,11186.490942557124
CV13,2018,11254.273150050396
CV13,2019,11317.438364754047
CV13,2020,11380.958097630071
CV13,2021,11442.699795309714
CV13,2022,11498.997878302638
CV13,2023,11550.858358733783
CV13,2024,11599.602981007638
CV13,2025,11646.001392931668
CV2,2011,63206
CV2,2012,63645.50490081561
CV2,2013,64071.76464618597
CV2,2014,64543.630113336454
CV2,2015,65055.05286542011
CV2,2016,65548.08851737245
CV2,2017,65993.40549890474
CV2,2018,66393.27876816178
CV2,2019,66765.91462410343
CV2,2020,67140.64191887308
CV2,2021,67504.87990128297
CV2,2022,67837.00391039728
CV2,2023,68142.94879803318
CV2,2024,68430.51204196087
CV2,2025,68704.23409012871
CV21,2011,35590
CV21,2012,35837.4761797935
CV21,2013,36077.49428468435
CV21,2014,36343.19203451642
CV21,2015,36631.16367876946
CV21,2016,36908.78192471104
CV21,2017,37159.53076774388
CV21,2018,37384.69119005913
CV21,2019,37594.51478454325
CV21,2020,37805.51602526172
CV21,2021,38010.61094969876
CV21,2022,38197.62315557128
CV21,2023,38369.894436002905
CV21,2024,38531.81539052283
CV21,2025,38685.94265208492
CV22,2011,35333
CV22,2012,35578.68912224343
CV22,2013,35816.97402530913
CV22,2014,36080.75313727363
CV22,2015,36366.64530098232
CV22,2016,36642.258829609855
CV22,2017,36891.19698276747
CV22,2018,37114.73149250798
CV22,2019,37323.03992363772
CV22,2020,37532.51749706581
CV22,2021,37736.131404487394
CV22,2022,37921.79317099747
CV22,2023,38092.82045819867
CV22,2024,38253.57216053227
CV22,2025,38406.5864491744
CV23,2011,21836
CV23,2012,21987.837309973893
CV23,2013,22135.09876932755
CV23,2014,22298.11579841811
CV23,2015,22474.798822411067
CV23,2016,22645.129589996915
CV23,2017,22798.97482001842
CV23,2018,22937.120450298717
CV23,2019,23065.85627522581
CV23,2020,23195.314636909672
CV23,2021,23321.149218814906
CV23,2022,23435.889272971475
CV23,2023,23541.585133592576
CV23,2024,23640.930622856333
CV23,2025,23735.494345347757
CV3,2011,63323
CV3,2012,63763.31846398043
CV3,2013,64190.36725453967
CV3,2014,64663.106187178506
CV3,2015,65175.4756288485
CV3,2016,65669.4239342084
CV3,2017,66115.5652375905
CV3,2018,66516.17870829206
CV3,2019,66889.50434677249
CV3,2020,67264.92529552258
CV3,2021,67629.8375152508
CV3,2022,67962.57631582583
CV3,2023,68269.08753501021
CV3,2024,68557.18308440795
CV3,2025,68831.41181674559
CV31,2011,31530
CV31,2012,31749.244842621214
CV31,2013,31961.88240506034
CV31,2014,32197.27015589499
CV31,2015,32452.390862365857
CV31,2016,32698.339255019357
CV31,2017,32920.483425315106
CV31,2018,33119.958224854294
CV31,2019,33305.84577568555
CV31,2020,33492.77663041591
CV31,2021,33674.47494363591
CV31,2022,33840.1533603586
CV31,2023,33992.772452013814
CV31,2024,34136.22195176131
CV31,2025,34272.76683956836
CV32,2011,32696
CV32,2012,32923.35266014409
CV32,2013,33143.85369856812
CV32,2014,33387.946242218284
CV32,2015,33652.50147909654
CV32,2016,33907.54520399977
CV32,2017,34137.90441085006
CV32,2018,34344.75591880228
CV32,2019,34537.517712712164
CV32,2020,34731.361392580984
CV32,2021,34919.77902813574
CV32,2022,35091.58434095416
CV32,2023,35249.847386331865
CV32,2024,35398.601742302184
CV32,2025,35540.196149271396
CV33,2011,6103
CV33,2012,6145.437401665628
CV33,2013,6186.595887030868
CV33,2014,6232.157937247926
CV33,2015,6281.539531652992
CV33,2016,6329.145717519288
CV33,2017,6372.144317941583
CV33,2018,6410.754996710618
CV33,2019,6446.735704694226
CV33,2020,6482.918356340892
CV33,2021,6518.088188424042
CV33,2022,6550.157182311088
CV33,2023,6579.698391203311
CV33,2024,6607.464718414189
CV33,2025,6633.894577287845
CV34,2011,31345
CV34,2012,31562.958439326416
CV34,2013,31774.348366210477
CV34,2014,32008.354996401154
CV34,2015,32261.97880053466
CV34,2016,32506.484108740304
CV34,2017,32727.32486414532
CV34,2018,32925.62925969102
CV34,2019,33110.426128730214
CV34,2020,33296.260180158155
CV34,2021,33476.89239163551
CV34,2022,33641.59870220236
CV34,2023,33793.32231234929
CV34,2024,33935.930132507405
CV34,2025,34071.673853037435
CV35,2011,24609
CV35,2012,24780.119452333187
CV35,2013,24946.08195706089
CV35,2014,25129.80086477703
CV35,2015,25328.921241102486
CV35,2016,25520.882674493223
CV35,2017,25694.265036903882
CV35,2018,25849.95407407039
CV35,2019,25995.038334723937
CV35,2020,26140.93688861101
CV35,2021,26282.751471231724
CV35,2022,26412.062608470187
CV35,2023,26531.18101083439
CV35,2024,26643.142594700108
CV35,2025,26749.71516507891
CV36,2011,9286
CV36,2012,9350.570491867446
CV36,2013,9413.195052755796
CV36,2014,9482.519843566153
CV36,2015,9557.656249537878
CV36,2016,9630.091288363772
CV36,2017,9695.515670392517
CV36,2018,9754.263624357658
CV36,2019,9809.009954742023
CV36,2020,9864.06355185671
CV36,2021,9917.576096625533
CV36,2022,9966.37057102093
CV36,2023,10011.318902296234
CV36,2024,10053.566668063922
CV36,2025,10093.780934736178
CV37,2011,40998
CV37,2012,41283.08087718949
CV37,2013,41559.57040414411
CV37,2014,41865.641669882105
CV37,2015,42197.37141057011
CV37,2016,42517.17452512793
CV37,2017,42806.02535588546
CV37,2018,43065.39953385906
CV37,2019,43307.106410134984
CV37,2020,43550.16987928295
CV37,2021,43786.429550878056
CV37,2022,44001.85878426838
CV37,2023,44200.30716738543
CV37,2024,44386.83246363179
CV37,2025,44564.37979348632
CV4,2011,33370
CV4,2012,33602.03934025594
CV4,2013,33827.085818486
CV4,2014,34076.21012059041
CV4,2015,34346.21893679507
CV4,2016,34606.52016936238
CV4,2017,34841.628033706475
CV4,2018,35052.74360809984
CV4,2019,35249.47902107919
CV4,2020,35447.31862216869
CV4,2021,35639.620325693955
CV4,2022,35814.96725769637
CV4,2023,35976.49276002858
CV4,2024,36128.3135594759
CV4,2025,36272.82681371381
CV47,2011,16967
CV47,2012,17084.98056596112
CV47,2013,17199.40560630063
CV47,2014,17326.07303314527
CV47,2015,17463.359205891582
CV47,2016,17595.709550901156
CV47,2017,17715.250310095827
CV47,2018,17822.592172569075
CV47,2019,17922.622431844495
CV47,2020,18023.214116342115
CV47,2021,18120.990052923273
CV47,2022,18210.145323983656
CV47,2023,18292.27307939482
CV47,2024,18369.466471789867
CV47,2025,18442.944337677025
CV5,2011,45968
CV5,2012,46287.6399278659
CV5,2013,46597.64701540798
CV5,2014,46940.82190060833
CV5,2015,47312.765720305535
CV5,2016,47671.3371035436
CV5,2017,47995.20399920345
CV5,2018,48286.02092229947
CV5,2019,48557.02881752976
CV5,2020,48829.55775918042
CV5,2021,49094.458110023974
CV5,2022,49336.00284392529
CV5,2023,49558.5082167514
CV5,2024,49767.64512142608
CV5,2025,49966.71570191179
CV6,2011,86522
CV6,2012,87123.63343714787
CV6,2013,87707.13572631242
CV6,2014,88353.06718770524
CV6,2015,89053.14818248077
CV6,2016,89728.0592776018
CV6,2017,90337.64880828143
CV6,2018,90885.03093976669
CV6,2019,91395.12807497196
CV6,2020,91908.08815784477
CV6,2021,92406.68953610108
CV6,2022,92861.3304486187
CV6,2023,93280.13504894197
CV6,2024,93673.7772188485
CV6,2025,94048.4723277239
CV7,2011,28078
CV7,2012,28273.241252493448
CV7,2013,28462.598609872635
CV7,2014,28672.21539604248
CV7,2015,28899.40471403452
CV7,2016,29118.425930936675
CV7,2017,29316.249083919993
CV7,2018,29493.884777591462
CV7,2019,29659.420795740527
CV7,2020,29825.885893714487
CV7,2021,29987.691324687887
CV7,2022,30135.230766005352
CV7,2023,30271.140656760035
CV7,2024,30398.88487033156
CV7,2025,30520.480409812888
CV8,2011,31031
CV8,2012,31246.775030490924
CV8,2013,31456.047348919357
CV8,2014,31687.709806773782
CV8,2015,31938.79292261576
CV8,2016,32180.848887488286
CV8,2017,32399.477360322013
CV8,2018,32595.795232332817
CV8,2019,32778.74089011413
CV8,2020,32962.71334026122
CV8,2021,33141.536060132144
CV8,2022,33304.592417547996
CV8,2023,33454.79612935114
CV8,2024,33595.975369017
CV8,2025,33730.35927049306
CV9,2011,21204
CV9,2012,21351.442678177616
CV9,2013,21494.441944716127
CV9,2014,21652.740767066203
CV9,2015,21824.31004902016
CV9,2016,21989.710928113876
CV9,2017,22139.10341104921
CV9,2018,22273.25068822742
CV9,2019,22398.260508329735
CV9,2020,22523.971952785887
CV9,2021,22646.16450062975
CV9,2022,22757.58362997285
CV9,2023,22860.22033214403
CV9,2024,22956.690461945673
CV9,2025,23048.517223793457
CW1,2011,42379
CW1,2012,42673.68370394686
CW1,2013,42959.48666172066
CW1,2014,43275.86780642797
CW1,2015,43618.7717207803
CW1,2016,43949.34726572996
CW1,2017,44247.927912509644
CW1,2018,44516.03899813195
CW1,2019,44765.8876665962
CW1,2020,45017.13862418002
CW1,2021,45261.3566012162
CW1,2022,45484.04247569418
CW1,2023,45689.17550725956
CW1,2024,45881.98382790019
CW1,2025,46065.51176321179
CW10,2011,14361
CW10,2012,14460.859663332802
CW10,2013,14557.709902285807
CW10,2014,14664.92219184294
CW10,2015,14781.122270042373
CW10,2016,14893.144625478368
CW10,2017,14994.324848428487
CW10,2018,15085.1798308637
CW10,2019,15169.84621581415
CW10,2020,15254.987795413981
CW10,2021,15337.746104204101
CW10,2022,15413.207815036785
CW10,2023,15482.721382282602
CW10,2024,15548.058466515833
CW10,2025,15610.250700381897
CW11,2011,22615
CW11,2012,22772.25411087468
CW11,2013,22924.76912751156
CW11,2014,23093.60179434079
CW11,2015,23276.58799087865
CW11,2016,23452.99531405844
CW11,2017,23612.3289775928
CW11,2018,23755.4029576619
CW11,2019,23888.731437270173
CW11,2020,24022.80823015717
CW11,2021,24153.131964805772
CW11,2022,24271.965374072617
CW11,2023,24381.431937909685
CW11,2024,24484.32158068766
CW11,2025,24582.258867010412
CW12,2011,29225
CW12,2012,29428.216952921186
CW12,2013,29625.309650741783
CW12,2014,29843.48938490425
CW12,2015,30079.959497387954
CW12,2016,30307.927837866817
CW12,2017,30513.83216317266
CW12,2018,30698.72436160377
CW12,2019,30871.022606863633
CW12,2020,31044.287885312562
CW12,2021,31212.703147090382
CW12,2022,31366.269646574066
CW12,2023,31507.731522680115
CW12,2024,31640.69414970582
CW12,2025,31767.256926304646
CW2,2011,41120
CW2,2012,41405.92920801092
CW2,2013,41683.241500034295
CW2,2014,41990.22355884561
CW2,2015,42322.94044593987
CW2,2016,42643.69521618763
CW2,2017,42933.40559622446
CW2,2018,43193.55160818296
CW2,2019,43435.97774488392
CW2,2020,43679.76451134483
CW2,2021,43916.72723381888
CW2,2022,44132.797531809265
CW2,2023,44331.83644867773
CW2,2024,44518.91679849114
CW2,2025,44696.99246568511
CW3,2011,9079
CW3,2012,9142.13111088354
CW3,2013,9203.359668745412
CW3,2014,9271.13909753792
CW3,2015,9344.600591164593
CW3,2016,9415.420935500182
CW3,2017,9479.386901948488
CW3,2018,9536.825268742536
CW3,2019,9590.35121463524
CW3,2020,9644.177577784525
CW3,2021,9696.497241144007
CW3,2022,9744.204007570435
CW3,2023,9788.150367644577
CW3,2024,9829.456362196037
CW3,2025,9868.774187644822
CW4,2011,9378
CW4,2012,9443.210216749183
CW4,2013,9506.455223427081
CW4,2014,9576.466841800926
CW4,2015,9652.347653259341
CW4,2016,9725.500334080925
CW4,2017,9791.572900812087
CW4,2018,9850.902893519939
CW4,2019,9906.19161701171
CW4,2020,9961.790651444355
CW4,2021,10015.83336572844
CW4,2022,10065.111265887825
CW4,2023,10110.504917696979
CW4,2024,10153.171248449658
CW4,2025,10193.783933443457
CW5,2011,29281
CW5,2012,29484.606350675283
CW5,2013,29682.07671115039
CW5,2014,29900.674514264545
CW5,2015,30137.59774313145
CW5,2016,30366.002909172905
CW5,2017,30572.301781688915
CW5,2018,30757.548264572106
CW5,2019,30930.176662158217
CW5,2020,31103.77394593112
CW5,2021,31272.511919587796
CW5,2022,31426.37267823217
CW5,2023,31568.105619010996
CW5,2024,31701.32302472322
CW5,2025,31828.128316822113
CW6,2011,12160
CW6,2012,12244.554940890388
CW6,2013,12326.561688726093
CW6,2014,12417.342375378466
CW6,2015,12515.733361445253
CW6,2016,12610.586912179999
CW6,2017,12696.26002067338
CW6,2018,12773.190358840096
CW6,2019,12844.880578253611
CW6,2020,12916.973162887964
CW6,2021,12987.04774229663
CW6,2022,13050.94401718873
CW6,2023,13109.803774706252
CW6,2024,13165.12714663551
CW6,2025,13217.787655222051
CW7,2011,31454
CW7,2012,31672.71637424065
CW7,2013,31884.841394505802
CW7,2014,32119.661766048874
CW7,2015,32374.167528856826
CW7,2016,32619.523086818233
CW7,2017,32841.131800185896
CW7,2018,33040.125785111544
CW7,2019,33225.565272071464
CW7,2020,33412.04554814786
CW7,2021,33593.30589524656
CW7,2022,33758.58496025117
CW7,2023,33910.83617842191
CW7,2024,34053.93990709484
CW7,2025,34190.15566672322
CW8,2011,35290
CW8,2012,35535.39012039653
CW8,2013,35773.38503249538
CW8,2014,36036.84312722912
CW8,2015,36322.387362286434
CW8,2016,36597.665471285545
CW8,2017,36846.300668549644
CW8,2018,37069.563138443016
CW8,2019,37277.61805975082
CW8,2020,37486.84070051943
CW8,2021,37690.20681131975
CW8,2022,37875.64262883145
CW8,2023,38046.461777087476
CW8,2024,38207.01784578678
CW8,2025,38359.84591716993
CW9,2011,33147
CW9,2012,33377.48870277086
CW9,2013,33601.031274358866
CW9,2014,33848.49076617352
CW9,2015,34116.695208209356
CW9,2016,34375.25693898276
CW9,2017,34608.79365997208
CW9,2018,34818.49842306518
CW9,2019,35013.91912231681
CW9,2020,35210.436630776916
CW9,2021,35401.45324949888
CW9,2022,35575.62839948642
CW9,2023,35736.0744835681
CW9,2024,35886.88071788876
CW9,2025,36030.42824076032
DA1,2011,52687
DA1,2012,53053.360704826635
DA1,2013,53408.68056693352
DA1,2014,53802.01626081951
DA1,2015,54228.32595513701
DA1,2016,54639.3086054299
DA1,2017,55010.51412082388
DA1,2018,55343.83885166185
DA1,2019,55654.459130464464
DA1,2020,55966.8227823255
DA1,2021,56270.44279591962
DA1,2022,56547.29337447554
DA1,2023,56802.32166759443
DA1,2024,57042.02746503167
DA1,2025,57270.1955748918
DA10,2011,6746
DA10,2012,6792.90852230646
DA10,2013,6838.403384222552
DA10,2014,6888.765761867035
DA10,2015,6943.350103314941
DA10,2016,6995.971982694596
DA10,2017,7043.500830547914
DA10,2018,7086.179454007837
DA10,2019,7125.951018166025
DA10,2020,7165.945802371893
DA10,2021,7204.82105834976
DA10,2022,7240.268777956841
DA10,2023,7272.922390145427
DA10,2024,7303.61412263184
DA10,2025,7332.828579122367
DA11,2011,38059
DA11,2012,38323.64444863053
DA11,2013,38580.31343019954
DA11,2014,38864.44354149087
DA11,2015,39172.39276342474
DA11,2016,39469.27033640284
DA11,2017,39737.41448411251
DA11,2018,39978.195054859796
DA11,2019,40202.574829585035
DA11,2020,40428.213947890865
DA11,2021,40647.537008558174
DA11,2022,40847.522890640284
DA11,2023,41031.74521887707
DA11,2024,41204.89918370073
DA11,2025,41369.71878043553
DA12,2011,47392
DA12,2012,47721.54175647017
DA12,2013,48041.15226579827
DA12,2014,48394.95804719871
DA12,2015,48778.42396921163
DA12,2016,49148.103202469945
DA12,2017,49482.002870045464
DA12,2018,49781.82874063732
DA12,2019,50061.231937877885
DA12,2020,50342.20330062388
DA12,2021,50615.309753529764
DA12,2022,50864.337077517135
DA12,2023,51093.735237736735
DA12,2024,51309.35080043998
DA12,2025,51514.58820364174
DA13,2011,14449
DA13,2012,14549.471574089246
DA13,2013,14646.915282927906
DA13,2014,14754.78453798055
DA13,2015,14871.69665621073
DA13,2016,14984.405451816516
DA13,2017,15086.205677525468
DA13,2018,15177.6173926711
DA13,2019,15262.802588419938
DA13,2020,15348.465890671729
DA13,2021,15431.731318128623
DA13,2022,15507.655436213816
DA13,2023,15577.59496223114
DA13,2024,15643.332412971753
DA13,2025,15705.90574262364
DA14,2011,21183
DA14,2012,21330.29665401983
DA14,2013,21473.154297062898
DA14,2014,21631.29634355609
DA14,2015,21802.695706866347
DA14,2016,21967.932776374088
DA14,2017,22117.177304105608
DA14,2018,22251.191724614288
DA14,2019,22376.07773759426
DA14,2020,22501.664680053924
DA14,2021,22623.736210943218
DA14,2022,22735.04499310106
DA14,2023,22837.580046019946
DA14,2024,22933.954633814148
DA14,2025,23025.690452349405
DA15,2011,29427
DA15,2012,29631.621566248476
DA15,2013,29830.076547215685
DA15,2014,30049.76431581103
DA15,2015,30287.868883819858
DA15,2016,30517.412916506648
DA15,2017,30724.74042996345
DA15,2018,30910.91058302529
DA15,2019,31084.39973489054
DA15,2020,31258.862603972375
DA15,2021,31428.441933598926
DA15,2022,31583.069867912232
DA15,2023,31725.509513016517
DA15,2024,31859.391163161443
DA15,2025,31986.82872781409
DA16,2011,35912
DA16,2012,36161.71521687957
DA16,2013,36403.904882033836
DA16,2014,36672.00652833811
DA16,2015,36962.583591794566
DA16,2016,37242.71358472107
DA16,2017,37495.731074212374
DA16,2018,37722.9286321271
DA16,2019,37934.65060248714
DA16,2020,38147.56087381847
DA16,2021,38354.51139155893
DA16,2022,38543.2155876054
DA16,2023,38717.045489905504
DA16,2024,38880.4314218729
DA16,2025,39035.95314756039
DA17,2011,17104
DA17,2012,17222.933199752402
DA17,2013,17338.282164800257
DA17,2014,17465.972367473136
DA17,2015,17604.3670570855
DA17,2016,17737.786064632135
DA17,2017,17858.292055394537
DA17,2018,17966.50064947377
DA17,2019,18067.338602833042
DA17,2020,18168.7425146411
DA17,2021,18267.307942783027
